address,district,area,bedrooms,garage,rent,total,zone,type_Apartamento,type_Casa,type_Casa em condomínio,type_Studio e kitnet
Rua Halionore,Vila Prudente,90,2,2,2715,2830,Leste,False,True,False,False
Avenida Doutor Cardoso de Melo,Vila Olimpia,43,1,1,3500,4774,Outro,False,False,False,True
Rua Barata Ribeiro,Bela Vista,20,1,0,4000,4754,Centro,True,False,False,False
Rua Oiti,Alto da Mooca,80,3,2,2250,3860,Outro,True,False,False,False
Rua Dr. Laerte Sertuba,Vila Suzana,67,3,1,1600,2364,Outro,True,False,False,False
Rua Carvalho de Freitas,Vila Andrade,50,2,1,2600,3410,Sul,True,False,False,False
Rua Girassol,Vila Madalena,25,1,0,2770,3508,Outro,True,False,False,False
Avenida dos Carinas,Indianopolis,26,1,0,3500,4235,Outro,True,False,False,False
Avenida Sapopemba,Outros,35,1,0,1050,1261,Outro,True,False,False,False
Avenida Vila Ema,Vila Ema,32,1,0,1300,1652,Outro,False,False,False,True
Rua Mundo Novo,Vila Anglo Brasileira,185,2,3,4579,4888,Outro,False,True,False,False
Rua Joaquim Afonso de Souza,Outros,49,1,1,1800,2303,Outro,True,False,False,False
Rua Barata Ribeiro,Bela Vista,18,1,0,4000,4754,Centro,False,False,False,True
Rua Domingos Paiva,Bras,39,1,0,2330,2950,Outro,True,False,False,False
Alameda Irae,Indianopolis,25,1,0,3690,4373,Outro,False,False,False,True
Rua Uxi,Outros,80,2,1,1700,1842,Outro,False,True,False,False
Rua Nossa Senhora de Fatima,Outros,71,2,2,3800,4536,Outro,True,False,False,False
Rua Cinco de Outubro,Outros,120,2,1,1846,1924,Outro,False,True,False,False
Rua Baia Grande,Outros,40,1,1,1100,1177,Outro,False,True,False,False
Rua Antonio Pires,Outros,72,2,1,3082,3801,Outro,True,False,False,False
Rua Sao Joao da Bocaina,Outros,75,2,1,1800,2076,Outro,False,True,False,False
Rua Joao Biancalana,Outros,62,3,1,1800,2319,Outro,True,False,False,False
Rua Vicente Pereira de Assuncao,Vila Constanca,65,3,1,1872,2621,Outro,True,False,False,False
Rua Itanhaem,Vila Prudente,50,2,1,2100,2915,Leste,True,False,False,False
Rua Gregorio Souza,Outros,44,2,1,1500,1723,Outro,True,False,False,False
Rua General Julio Marcondes Salgado,Campos Eliseos,64,2,1,1800,2442,Outro,True,False,False,False
Rua Stela Marina,Brooklin,26,1,0,4500,5074,Outro,False,False,False,True
Rua Capote Valente,Pinheiros,83,2,1,3200,4131,Oeste,True,False,False,False
"Indianopolis, Sao Paulo - Sp, 04524-020, Brasil",Indianopolis,24,1,1,3200,4317,Outro,True,False,False,False
Rua Ministro Godoi,Perdizes,110,3,0,5400,6480,Oeste,True,False,False,False
Rua Xingu,Outros,60,3,1,1700,2291,Outro,True,False,False,False
Rua Galeno de Castro,Outros,34,1,0,1800,2144,Outro,True,False,False,False
Rua Joaquim Afonso de Souza,Casa Verde Alta,26,1,0,920,1022,Outro,True,False,False,False
Rua Hercilia,Vila Matilde,69,2,2,2500,2731,Leste,False,True,False,False
Rua Leopoldo Silingardi,Outros,43,2,1,1800,2387,Outro,True,False,False,False
Rua Republica do Togo,Outros,70,2,1,2633,2887,Outro,False,True,False,False
Rua Barata Ribeiro,Bela Vista,22,1,0,4000,4754,Centro,False,False,False,True
Rua Heloisa Camargo,Vila Esperanca,45,1,0,1250,1371,Outro,False,True,False,False
Rua Sao Bernardo,Cidade Mae do Ceu,47,2,0,2950,3394,Outro,True,False,False,False
Rua Galeno de Castro,Outros,35,2,0,2200,2520,Outro,True,False,False,False
Rua Alves Guimaraes,Pinheiros,38,1,1,4300,5485,Oeste,True,False,False,False
Rua Doutor Gabriel dos Santos,Santa Cecilia,33,1,1,1600,2536,Outro,True,False,False,False
Avenida Guarulhos,Outros,50,2,1,1450,1936,Outro,True,False,False,False
Rua Gilberto Sabino,Pinheiros,73,1,2,9500,11210,Oeste,True,False,False,False
Rua Doutor Penaforte Mendes,Bela Vista,29,1,1,2430,3438,Centro,True,False,False,False
Avenida Roque Petroni Junior,Jardim das Acacias,22,1,0,3800,4521,Outro,False,False,False,True
Rua do Lavapes,Cambuci,26,1,0,1350,1616,Centro,True,False,False,False
Rua Delegado Moraes Novaes,Vila Andrade,72,2,2,3000,3919,Sul,True,False,False,False
Rua Pires de Campos,Alto da Mooca,34,2,0,1795,2334,Outro,True,False,False,False
Rua Intendencia,Bras,53,2,0,1550,2010,Outro,True,False,False,False
Rua Campos,Outros,354,3,3,5970,7013,Outro,False,True,False,False
Rua Doutor Argemiro Couto de Barros,Chacara Inglesa,69,1,0,1500,1563,Outro,False,True,False,False
Rua Barao de Iguape,Liberdade,50,2,1,2086,2601,Centro,True,False,False,False
Rua Marechal Deodoro,Outros,69,2,2,3550,4268,Outro,True,False,False,False
Rua Riskallah Jorge,Centro,34,1,0,1040,1420,Outro,False,False,False,True
Rua Aurora,Santa Efigenia,28,1,0,1990,2551,Outro,False,False,False,True
Rua Marie Nader Calfat,Jardim Ampliacao,56,2,1,2150,2788,Outro,True,False,False,False
Rua Joaquim Ferreira,Agua Branca,43,1,1,2800,3742,Outro,True,False,False,False
Rua George Smith,Lapa,55,2,1,3200,3932,Oeste,True,False,False,False
Rua Henrique Casela,Outros,46,2,1,1500,1908,Outro,True,False,False,False
Rua Igarite,Outros,24,1,0,800,1031,Outro,False,False,False,True
Rua Soldado Teodoro Francisco Ribeiro,Outros,65,3,1,2000,2748,Outro,True,False,False,False
Rua Doutor Clemente Jobim,Jardim da Gloria,27,1,0,1902,2365,Outro,False,False,False,True
Rua Manoel Rodrigues da Costa,Outros,80,2,2,2000,2085,Outro,False,True,False,False
Rua Alexandrino da Silveira Bueno,Cambuci,40,2,0,1600,2007,Centro,True,False,False,False
Avenida Salgado Filho,Centro,68,3,1,2100,2750,Outro,True,False,False,False
Rua Otto de Alencar,Liberdade,44,2,1,1700,2266,Centro,True,False,False,False
Rua Jaguare,Jaguare,58,2,2,2150,2869,Outro,True,False,False,False
Rua Fernandes Moreira,Chacara Santo Antonio (zona Sul),62,2,1,9500,10680,Outro,True,False,False,False
Rua Peixoto Gomide,Jardim Paulista,45,1,0,1600,2044,Oeste,False,False,False,True
Rua Ilansa,Vila Prudente,79,3,2,3650,4888,Leste,True,False,False,False
Rua Andre Saraiva,Vila Sonia,30,1,0,1150,1199,Outro,False,True,False,False
Rua Luis Gama,Cambuci,29,1,0,1550,1910,Centro,False,False,False,True
Rua Ibitirama,Vila Prudente,55,2,1,2747,3361,Leste,True,False,False,False
Rua Cardoso de Almeida,Perdizes,106,3,1,3276,4918,Oeste,True,False,False,False
Rua Aquiles Jovane,Outros,48,2,1,1400,2017,Outro,True,False,False,False
Rua Massaranduba,Vila Monte Alegre,38,1,1,2000,2685,Outro,True,False,False,False
Rua Agostinho Correia,Outros,50,2,1,1300,1650,Outro,True,False,False,False
Rua Itarare,Bela Vista,30,2,0,1643,1898,Centro,True,False,False,False
Rua Alves Guimaraes,Pinheiros,43,1,1,3900,4865,Oeste,True,False,False,False
Rua Helena,Vila Olimpia,126,3,3,15000,17410,Outro,True,False,False,False
Avenida Cangaiba,Outros,39,2,1,1200,1482,Outro,True,False,False,False
Rua Joao de Godoi Moreira,Outros,56,1,0,1650,1720,Outro,False,True,False,False
Rua Pascal,Campo Belo,35,1,1,3500,4440,Sul,False,False,False,True
Rua Martins Fontes,Centro,41,1,1,2800,3638,Outro,True,False,False,False
Rua Maestro Elias Lobo,Jardim Paulista,78,2,0,4900,5696,Oeste,True,False,False,False
Praca Alberto Lion,Cambuci,29,1,0,1333,1704,Centro,True,False,False,False
Rua Montojo,Outros,52,2,1,1250,1914,Outro,True,False,False,False
Rua Cachoeira,Outros,40,1,0,800,834,Outro,False,True,False,False
Alameda Irae,Indianopolis,24,1,0,3300,4017,Outro,False,False,False,True
Rua Guaicurus,Agua Branca,29,1,0,2000,2327,Outro,True,False,False,False
Rua Acarau,Bela Vista,33,1,0,2150,2681,Centro,True,False,False,False
Rua Coronel Luis Barroso,Santo Amaro,33,1,1,2800,3396,Sul,False,False,False,True
Rua Paim,Bela Vista,36,1,1,2800,3445,Centro,True,False,False,False
Rua Catumbi,Outros,48,2,1,1900,2474,Outro,True,False,False,False
Rua Padre Mariano Ronchi,Outros,46,2,1,1150,2044,Outro,True,False,False,False
Rua Fernando Dondon,Tatuape,30,1,0,1550,1662,Outro,False,False,False,True
Rua Benedito Faber,Outros,52,2,1,2290,2869,Outro,True,False,False,False
Rua Doutor Augusto de Miranda,Vila Pompeia,42,1,1,4750,5959,Outro,False,False,False,True
Avenida Doutor Hugo Beolchi,Vila Guarani (z Sul),26,1,0,2700,3093,Outro,True,False,False,False
Avenida Nove de Julho,Bela Vista,30,1,0,2000,2342,Centro,False,False,False,True
Rua Gabriele D'annunzio,Campo Belo,37,1,1,3500,4276,Sul,False,False,False,True
Rua Frei Caneca,Consolacao,40,1,0,2527,3065,Outro,True,False,False,False
Rua Quararibeia,Outros,61,2,1,3000,3696,Outro,True,False,False,False
Rua Jurupari,Jardim Oriental,35,1,0,980,1097,Outro,False,True,False,False
Rua Indiana,Brooklin Paulista,50,1,1,2600,3370,Outro,True,False,False,False
Avenida Jabaquara,Mirandopolis,26,1,0,2188,2786,Outro,False,False,False,True
Rua Ciro Costa,Perdizes,32,1,1,2750,3607,Oeste,False,False,False,True
Rua Conselheiro Ramalho,Bela Vista,32,1,0,1700,2176,Centro,False,False,False,True
Rua Saint Hilaire,Jardim Paulista,32,1,1,2100,2879,Oeste,False,False,False,True
Rua Dona Maria Carolina,Outros,24,1,1,3500,4025,Outro,False,False,False,True
Rua Barao de Tatui,Vila Buarque,30,1,1,1262,1896,Outro,False,False,False,True
Rua Jaguaribe,Vila Buarque,50,2,1,1700,2616,Outro,True,False,False,False
Rua Cristiano Viana,Cerqueira Cesar,73,2,1,6000,7231,Outro,True,False,False,False
Rua Alves Guimaraes,Pinheiros,25,1,0,3100,3650,Oeste,True,False,False,False
Rua Valson Lopes,Outros,68,3,1,2500,3305,Outro,True,False,False,False
Rua Bucuituba,Outros,34,1,0,1100,1216,Outro,True,False,False,False
Rua Marcio Mazzei,Vila Nova Mazzei,53,2,1,1800,2369,Outro,True,False,False,False
Avenida Francisco Matarazzo,Barra Funda,30,1,0,1600,2131,Oeste,True,False,False,False
Rua do Valo Velho,Outros,85,2,1,1350,1407,Outro,False,True,False,False
Rua Fradique Coutinho,Pinheiros,82,2,0,4000,4614,Oeste,False,True,False,False
Rua Guaicurus,Agua Branca,28,1,0,2400,2793,Outro,False,False,False,True
Rua Cantori,Vila Andrade,41,2,0,1300,1750,Sul,True,False,False,False
Rua Coronel Deraldo Jordao,Outros,90,2,2,5200,6574,Outro,True,False,False,False
Avenida Sapopemba,Outros,56,2,1,2200,2842,Outro,True,False,False,False
Rua Gaspar Lourenco,Vila Mariana,50,2,0,3600,4289,Sul,True,False,False,False
Avenida Celso Garcia,Belenzinho,44,2,1,1850,2321,Leste,True,False,False,False
Rua Cavour 399 Apto 124 B/a,Vila Prudente,75,3,2,2900,3648,Leste,True,False,False,False
Rua Engenheiro Bianor,Butanta,45,2,1,3850,4723,Outro,True,False,False,False
Rua Alves Guimaraes,Pinheiros,33,1,0,3100,3677,Oeste,True,False,False,False
Rua Dona Vitu Giorgi,Jardim Leonor,55,2,1,1600,2162,Outro,True,False,False,False
Rua Farjalla Koraicho,Jabaquara,91,2,1,2700,2814,Sul,False,True,False,False
Rua Ouvidor Portugal,Vila Monumento,35,1,1,1800,2332,Outro,True,False,False,False
Rua Doutor Nicolino Morena,Vila Constanca,60,2,1,1350,1875,Outro,True,False,False,False
"Rua Sete Barras, 268",Outros,65,3,1,2250,2854,Outro,True,False,False,False
Avenida Jabaquara,Mirandopolis,27,1,0,2800,3363,Outro,False,False,False,True
Avenida Joao Barreto de Menezes,Vila Santa Catarina,80,2,5,2200,2305,Outro,False,True,False,False
Rua Professor Aprigio Gonzaga,Outros,65,2,1,3500,4529,Outro,True,False,False,False
Rua Humberto I,Vila Mariana,21,1,0,3400,4053,Sul,False,False,False,True
Rua Andrade Reis,Mooca,34,1,0,2000,2577,Leste,True,False,False,False
Rua Cunha Gago,Pinheiros,31,1,1,2300,3151,Oeste,True,False,False,False
Rua Ernani Pinto,Vila Maria Alta,65,3,1,1800,2494,Outro,True,False,False,False
Rua Conego Vicente Miguel Marino,Barra Funda,40,2,1,2800,3308,Oeste,True,False,False,False
Rua Andradas,Santa Efigenia,30,1,0,760,1258,Outro,False,False,False,True
Avenida Marechal Mario Guedes,Jaguare,70,2,1,2700,3686,Outro,True,False,False,False
Avenida Cupece,Jardim Prudencia,28,1,0,1900,2254,Outro,True,False,False,False
Rua Alvaro Nunes,Vila Congonhas,61,2,2,3500,4947,Outro,True,False,False,False
Avenida Dr. Vieira de Carvalho,Republica,25,1,0,1148,1742,Outro,False,False,False,True
Rua Gabriel dos Santos,Santa Cecilia,38,1,1,2650,3652,Outro,True,False,False,False
"Rua Turiuba, 114, Agua Fria",Agua Fria,38,1,0,1249,1367,Outro,False,False,True,False
Rua Maracana-guacu,Outros,45,2,1,1250,1596,Outro,True,False,False,False
Rua Tabatinguera,Se,22,1,0,1799,2182,Outro,False,False,False,True
Rua Anama,Outros,70,3,0,1200,1351,Outro,False,True,False,False
Rua Francisco Retti,Outros,96,1,0,1700,1873,Outro,False,True,False,False
Rua Vigario Taques Bitencourt,Santo Amaro,350,3,4,3200,3378,Sul,False,True,False,False
Rua Conselheiro Furtado,Liberdade,26,1,0,2100,2566,Centro,False,False,False,True
Rua Doutor Miguel Vieira Ferreira,Tatuape,30,0,0,1840,2113,Outro,True,False,False,False
Rua Coronel Fawcett,Outros,120,2,1,1400,1519,Outro,False,True,False,False
Rua Aguiar de Barros,Bela Vista,16,1,0,1800,2139,Centro,True,False,False,False
Rua Angaturama,Outros,35,1,0,1250,1347,Outro,False,False,True,False
Rua Alves Ribeiro,Cambuci,60,2,0,1900,2028,Centro,True,False,False,False
Rua Amorim Castro,Outros,15,1,0,740,1196,Outro,False,False,False,True
Rua Duque de Caxias,Campos Eliseos,61,1,0,1475,1732,Outro,True,False,False,False
Rua Jardim das Margaridas,Outros,75,2,1,1577,1799,Outro,False,False,True,False
Rua Iberia,Vila Isolina Mazzei,38,1,0,1250,1388,Outro,True,False,False,False
Avenida Sao Joao,Republica,28,1,0,1394,1493,Outro,False,False,False,True
Rua Coronel Homero da Silveira,Outros,70,1,1,1500,1655,Outro,False,True,False,False
Rua Claudia,Outros,55,2,1,1700,2400,Outro,True,False,False,False
Rua Domingos Paiva,Bras,33,1,1,1700,2223,Outro,True,False,False,False
Rua das Aguias Reais,Outros,50,2,1,791,1212,Outro,True,False,False,False
Rua Renea Ferreira de Castilho,Outros,110,3,3,3500,3825,Outro,False,True,False,False
Rua Antonio Gomes Ferreira,Outros,34,2,0,1100,1360,Outro,False,False,False,True
Rua Honorio Pena,Vila Matilde,101,3,3,3060,3190,Leste,False,True,False,False
Rua Natividade Saldanha,Outros,32,0,0,1200,1532,Outro,False,False,False,True
Rua Manuel Leiroz,Outros,38,1,0,1350,1702,Outro,True,False,False,False
Rua dos Carmelitas,Se,38,1,0,980,1377,Outro,False,False,False,True
Rua Gradau,Outros,50,2,2,2500,3231,Outro,True,False,False,False
Rua Vitorio Ramalho,Tatuape,91,3,2,6000,7282,Outro,True,False,False,False
Rua Aurelia,Vila Romana,80,2,0,2200,2335,Outro,False,True,False,False
Rua Washington Luis,Centro Historico de Sao Paulo,22,1,0,1843,2164,Outro,False,False,False,True
Rua Conselheiro Furtado,Liberdade,30,1,0,2198,2682,Centro,False,False,False,True
Rua Tristao de Oliveira,Vila Gumercindo,60,2,0,1555,1726,Outro,False,True,False,False
Rua Timbiras,Santa Efigenia,36,1,1,1177,1861,Outro,True,False,False,False
Rua Francois Coty,Cambuci,34,2,1,1680,2170,Centro,True,False,False,False
Rua Isaura Abad Giacomelli,Outros,32,1,0,1700,2067,Outro,False,False,False,True
Avenida Alberto Augusto Alves,Vila Andrade,38,1,1,2800,2940,Sul,True,False,False,False
Rua Barao de Iguape,Liberdade,38,1,0,1100,1492,Centro,False,False,False,True
Rua Ataliba Leonel,Outros,70,1,0,1380,1438,Outro,False,True,False,False
Rua Josef Kryss,Outros,29,1,0,1760,2206,Outro,True,False,False,False
Avenida Dedo de Deus,Vila Formosa,34,1,0,1500,1807,Leste,False,False,False,True
Rua Akron,Outros,60,1,0,1350,1407,Outro,False,True,False,False
Rua Itaqueri,Alto da Mooca,40,1,0,1200,1331,Outro,False,True,False,False
Rua dos Trilhos,Mooca,90,2,0,2450,2482,Leste,True,False,False,False
Rua Barreiro da Raiz,Outros,75,1,2,999,1041,Outro,False,True,False,False
Rua Conselheiro Lafaiette,Mooca,41,2,0,2200,2532,Leste,True,False,False,False
Rua Engenheiro Bianor,Butanta,29,1,1,2790,3392,Outro,False,False,False,True
Rua Nestor Pestana,Consolacao,42,1,0,1706,2067,Outro,False,False,False,True
Rua Lindorio,Outros,70,2,1,1930,2041,Outro,False,True,False,False
Rua Olivia Guedes Penteado,Outros,35,2,0,1500,2015,Outro,True,False,False,False
Rua Jaboatao,Casa Verde,82,3,2,2100,3257,Norte,True,False,False,False
Travessa Carlos Ramirez,Outros,54,1,1,1500,1563,Outro,False,True,False,False
Rua Tapirai,Vila Isolina Mazzei,67,2,1,2884,3695,Outro,True,False,False,False
Rua Brasil,Rudge Ramos,73,2,2,2100,2687,Outro,True,False,False,False
Rua Panhames,Outros,90,3,1,1900,2081,Outro,False,True,False,False
Rua Feliciano Bicudo,Outros,90,2,0,2450,2808,Outro,False,True,False,False
Rua Leandro de Carvalho,Vila Monumento,95,2,2,2570,2843,Outro,True,False,False,False
Rua Jose Maria Ressuto,Imirim,130,3,1,2500,2606,Outro,False,True,False,False
Rua Capitao Rubens,Outros,30,1,0,950,1057,Outro,False,False,False,True
Rua do Lucas,Bras,50,2,1,3000,3578,Outro,True,False,False,False
Rua Francisco Felippe Agosti,Outros,55,2,1,1417,2154,Outro,True,False,False,False
Avenida Sao Joao,Santa Cecilia,24,1,0,1240,1560,Outro,False,False,False,True
Rua Hilario Capote Valente,Outros,60,2,0,1400,1460,Outro,False,True,False,False
Rua Glicerio,Liberdade,49,2,1,2400,2997,Centro,True,False,False,False
Rua Tetsuaki Misawa,Vila Clementino,110,3,2,5250,5813,Outro,False,True,False,False
Rua Jose de Figueiredo Seixas,Outros,50,2,1,1300,1992,Outro,True,False,False,False
Rua Duarte de Carvalho,Tatuape,81,2,1,4000,5088,Outro,True,False,False,False
Rua Miguel Garcia,Outros,70,1,0,969,1061,Outro,False,True,False,False
Rua Oscar Cintra Gordinho,Liberdade,35,1,0,1281,1331,Centro,True,False,False,False
Rua Celeste Fernandes Dalphorno,Outros,40,1,0,800,949,Outro,False,True,False,False
Rua Quedas 315,Vila Isolina Mazzei,60,2,1,2600,2785,Outro,False,False,True,False
Rua Peixoto Gomide,Jardim Paulista,55,1,0,1650,2113,Oeste,True,False,False,False
Rua Frei Caneca,Bela Vista,30,1,0,1735,2396,Centro,False,False,False,True
Rua Iapo,Casa Verde,55,2,0,2000,2085,Norte,False,True,False,False
Rua Piracangua,Jardim Sao Paulo(zona Norte),80,2,1,2000,2085,Outro,False,True,False,False
Rua Bueno de Andrade,Aclimacao,68,3,1,2199,3066,Outro,True,False,False,False
Rua Jaracatia,Outros,65,2,1,1500,2058,Outro,True,False,False,False
Rua Fagundes Varela,Outros,50,2,1,1550,2177,Outro,True,False,False,False
Rua Sao Francisco de Assis,Outros,223,3,6,4100,4518,Outro,False,True,False,False
Rua Major Quedinho,Republica,33,1,0,1020,1607,Outro,True,False,False,False
Rua Omacha,Penha de Franca,58,2,1,1600,2362,Outro,True,False,False,False
Rua Oliveira Alves,Ipiranga,58,2,1,4000,4982,Sul,True,False,False,False
Rua Marques de Lages,Outros,63,3,1,1200,1867,Outro,True,False,False,False
Rua Henrique Sertorio,Tatuape,38,1,1,3010,4226,Outro,True,False,False,False
Rua Francisca Miquelina,Bela Vista,30,1,0,1795,2239,Centro,True,False,False,False
Rua Coronel Joaquim Antonio Dias,Tatuape,29,1,0,1800,2208,Outro,False,False,False,True
Rua Bicudo de Brito,Outros,45,2,0,1535,1794,Outro,True,False,False,False
Rua Domingos Portela,Outros,207,3,6,5500,5834,Outro,False,True,False,False
Rua Doutor Cesario Mota Junior,Vila Buarque,27,1,0,1401,1835,Outro,True,False,False,False
Rua Edmundo Juventino Fuentes,Outros,60,2,1,1950,2527,Outro,True,False,False,False
Rua Francisco Coimbra,Penha de Franca,50,2,1,1860,2563,Outro,True,False,False,False
Avenida Alberto Fontana,Outros,56,2,1,1600,2152,Outro,True,False,False,False
Rua Cristovao Bezerra Dantas,Outros,64,1,0,1236,1337,Outro,False,True,False,False
Rua Assungui,Vila Gumercindo,120,3,3,5900,7581,Outro,True,False,False,False
Avenida Salgado Filho,Centro,49,2,1,1716,2327,Outro,True,False,False,False
Avenida Avelino Alves Machado,Outros,70,2,1,1299,1414,Outro,False,True,False,False
Avenida Professor Luiz Ignacio Anhaia Mello,Outros,32,1,0,1312,1703,Outro,False,False,False,True
Rua Amapa,Outros,60,2,1,4000,4507,Outro,True,False,False,False
Rua Dom Bernardo Nogueira,Vila Gumercindo,53,2,1,3200,4080,Outro,True,False,False,False
Rua Alexandre Benois,Vila Andrade,65,3,2,2890,3609,Sul,True,False,False,False
Rua Albino Boldasso Gabril,Outros,44,0,0,1400,1598,Outro,False,False,False,True
Rua Emilio Ribas,Outros,80,2,0,1550,1640,Outro,True,False,False,False
Rua Artur Bernardes,Vila Invernada,34,1,0,1450,1606,Outro,True,False,False,False
Rua Francisca Maria de Souza,Tucuruvi,52,2,1,2000,2411,Norte,False,False,True,False
Rua Henrique Braglia,Outros,55,2,1,2100,2668,Outro,True,False,False,False
Rua Mandiore,Vila Formosa,30,1,0,800,901,Leste,False,False,False,True
Rua Floresto Bandecchi,Jaguare,49,2,1,1150,1879,Outro,True,False,False,False
Avenida Joaquina Ramalho,Vila Guilherme,42,1,0,1500,1677,Norte,False,False,False,True
Rua Ibitirama,Vila Prudente,65,3,1,2500,3052,Leste,True,False,False,False
Rua Santo Egidio,Santa Teresinha,54,2,1,1503,2348,Outro,True,False,False,False
Rua Caetano Pinto,Bras,28,1,0,1750,2178,Outro,True,False,False,False
Rua Galeao Coutinho,Outros,70,1,0,1210,1262,Outro,False,True,False,False
Rua da Mooca,Mooca,57,2,0,2100,2697,Leste,True,False,False,False
